Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Cluster_KMeans,Cluster_Agglomerative,Cluster_DBSCAN,PCA1,PCA2
S3977,Ahmed,Johnson,student2977@university.com,Male,23,Business,52.78,98.93,47.59,54.43,72.28,95.2,61.01,65.1925,D,21.5,No,Yes,Master's,Low,7,4.1,2,0,-1,-1.37199498816125,0.5455041624161224
S3978,Ali,Johnson,student2978@university.com,Male,21,Business,57.44,94.72,79.52,60.12,89.49,73.0,67.17,75.856,C,21.5,Yes,Yes,High School,Medium,5,7.9,0,0,-1,0.7527729935323996,0.5011646600246319
S3979,Ali,Smith,student2979@university.com,Male,22,CS,78.84,61.79,53.57,55.13,62.37,13.4,51.44,53.26950000000001,F,28.3,Yes,Yes,High School,High,9,8.4,2,3,-1,-3.6221847372818714,1.489527900652311
S3980,Ali,Davis,student2980@university.com,Female,21,Engineering,86.97,86.48,41.14,76.05,77.18,9.3,65.75,62.572500000000005,D,13.1,No,No,Bachelor's,Medium,4,6.6,2,0,-1,-1.8033482175270006,0.547807439902016
S3981,Liam,Williams,student2981@university.com,Male,19,Engineering,53.81,85.14,65.11,99.41,54.52,84.3,88.58,80.201,B,13.3,Yes,Yes,Bachelor's,Low,1,6.4,3,1,-1,1.6958783970926186,-0.6214982912782638
S3982,Ali,Smith,student2982@university.com,Female,20,CS,96.04,94.08,58.63,51.72,73.23,80.19999999999999,92.02,75.4665,C,26.2,Yes,Yes,Master's,High,8,6.1,3,1,-1,0.5792048942912216,1.662529353499107
S3983,John,Jones,student2983@university.com,Female,24,Business,98.68,58.44,59.12,73.06,58.88,67.1,50.44,58.87999999999999,F,29.5,Yes,No,Bachelor's,Low,6,7.6,2,0,-1,-2.5392867029354216,1.0985491112039296
S3984,Maria,Davis,student2984@university.com,Male,24,Business,80.3,67.93,66.72,69.3,60.56,19.6,50.36,59.40849999999999,F,5.8,Yes,Yes,High School,High,9,5.1,2,3,-1,-2.3782713786513963,0.2383773406809199
S3985,Emma,Davis,student2985@university.com,Female,20,CS,74.06,91.9,80.13,66.98,68.34,48.0,57.32,70.2945,C,20.9,No,Yes,PhD,High,3,7.9,0,0,-1,-0.3332052290541626,1.4864383311099751
S3986,Sara,Jones,student2986@university.com,Male,22,CS,87.07,86.71,76.99,66.59,88.07,60.3,93.63,82.15350000000001,B,11.1,Yes,No,,Low,10,5.5,1,1,-1,1.9903593218710478,0.047219607664245565
S3987,John,Williams,student2987@university.com,Female,22,Mathematics,66.42,63.61,96.24,94.75,87.2,93.2,73.46,83.232,B,23.2,No,No,Master's,Low,7,5.3,1,1,-1,2.3154832475770406,-0.9226581564971477
S3988,John,Davis,student2988@university.com,Male,19,Business,74.66,90.74,71.06,50.95,70.75,16.9,99.15,76.6835,C,24.3,Yes,Yes,Bachelor's,High,1,8.0,1,1,-1,0.8906512010740603,1.8702456382090666
S3989,Liam,Johnson,student2989@university.com,Male,23,Mathematics,95.81,42.82,68.35,88.75,55.93,51.5,94.37,73.30199999999999,C,24.1,Yes,No,Bachelor's,High,2,4.9,3,3,-1,0.3654660437511427,-0.029889254617735703
S3990,Emma,Williams,student2990@university.com,Male,23,Engineering,97.78,86.92,52.8,62.65,64.03,15.8,94.51,71.1815,C,15.9,No,No,High School,Low,5,8.3,3,3,-1,-0.17928205863558772,1.4689298182639436
S3991,Emma,Jones,student2991@university.com,Male,23,Mathematics,96.35,52.41,85.32,69.16,75.27,44.400000000000006,56.42,66.2385,D,8.9,Yes,No,Bachelor's,Low,10,8.9,0,0,-1,-1.0374258268251797,-0.24991695191193503
S3992,Sara,Williams,student2992@university.com,Female,21,CS,63.12,57.17,48.45,71.01,93.47,20.0,73.76,63.8145,D,19.6,No,Yes,,Medium,2,5.6,2,3,-1,-1.4731839023554683,-0.9472115915900995
S3993,Sara,Smith,student2993@university.com,Female,23,CS,61.62,69.59,69.47,65.24,98.41,83.6,99.68,81.517,B,24.7,Yes,Yes,Master's,Low,8,8.6,1,2,-1,1.9121956080126683,-0.8507830767884259
S3994,Emma,Williams,student2994@university.com,Female,20,CS,64.88,66.98,65.28,54.68,81.87,25.5,57.45,61.266,D,27.8,No,No,Bachelor's,Medium,5,6.8,2,3,-1,-2.0461701625325674,0.8033916418573727
S3995,Ali,Johnson,student2995@university.com,Female,24,CS,72.07,71.23,79.5,55.72,67.53,41.7,78.71,71.3685,C,16.3,No,Yes,PhD,Low,9,5.3,0,2,-1,-0.08758701606953391,0.6402101593119769
S3996,John,Smith,student2996@university.com,Female,24,Mathematics,65.71,72.69,95.06,64.91,84.67,40.8,67.21,75.07499999999999,C,11.1,Yes,No,PhD,Medium,3,6.3,0,1,-1,0.6822648955980265,-0.13304354199974927
S3997,Ahmed,Brown,student2997@university.com,Male,21,Mathematics,68.71,59.89,96.8,91.09,66.81,86.6,69.39,78.67499999999998,C,8.0,Yes,No,Master's,Low,6,8.0,0,1,-1,1.438637623550994,-1.186983881671742
S3998,Sara,Jones,student2998@university.com,Male,19,Mathematics,81.03,50.51,50.07,56.73,81.27,75.8,94.54,68.8825,D,24.9,No,No,PhD,High,4,7.3,3,3,-1,-0.5664890271149527,-0.577342069315725
S3999,Liam,Jones,student2999@university.com,Male,20,CS,88.13,86.11,55.71,87.13,62.19,5.8,79.4,70.2425,C,18.4,Yes,Yes,PhD,Medium,7,6.5,3,0,-1,-0.2933110049995121,1.209129482111974
S4000,Liam,Williams,student3000@university.com,Male,24,CS,86.78,64.0,88.7,64.44,63.35,6.7,87.94,74.493,C,21.9,No,No,Bachelor's,Low,7,5.3,1,1,-1,0.5455664441888314,1.4032823197893485
S4001,Sara,Davis,student3001@university.com,Male,20,Business,90.72,70.35,71.1,94.17,53.76,55.1,83.66,75.68199999999999,C,9.0,Yes,No,PhD,Medium,5,7.6,3,1,-1,0.8048926586752978,-0.10381223933891451
S4002,Emma,Smith,student3002@university.com,Female,24,Business,51.61,78.68,67.18,71.42,71.01,42.8,76.45,71.486,C,5.2,Yes,No,Bachelor's,Medium,10,5.6,3,0,-1,-0.004769316177040188,-0.7425872690378789
S4003,Maria,Brown,student3003@university.com,Male,18,CS,52.39,94.58,82.64,58.59,80.91,27.6,89.59,79.9835,C,29.2,Yes,No,,Medium,5,5.7,1,1,-1,1.5707325956499172,1.50938524703683
S4004,Ahmed,Smith,student3004@university.com,Male,19,Business,89.47,82.45,76.12,99.29,89.44,79.3,98.54,88.762,B,25.3,No,No,High School,Medium,4,7.7,1,1,-1,3.326229120819458,-0.10540715014293595
S4005,Ahmed,Jones,student3005@university.com,Female,19,Engineering,76.65,42.73,98.24,58.83,90.52,12.9,98.34,78.993,C,15.0,No,No,Bachelor's,Low,9,6.8,1,1,-1,1.4993212010169128,-0.5871808535205478
S4006,Sara,Smith,student3006@university.com,Female,18,Engineering,78.91,90.31,75.04,78.38,99.62,97.4,89.47,85.73649999999999,B,16.4,Yes,No,High School,Medium,7,4.9,1,1,-1,2.697495032386078,-0.6140317520746708
S4007,Ali,Brown,student3007@university.com,Male,21,CS,52.63,99.36,67.96,78.46,54.39,2.4,74.37,71.53299999999999,C,28.2,Yes,Yes,Bachelor's,Low,6,7.4,3,2,-1,-0.0513327166073418,2.1402611102771356
S4008,Maria,Davis,student3008@university.com,Male,24,Mathematics,62.77,68.35,72.57,68.64,74.66,11.8,58.16,64.195,D,10.2,Yes,Yes,Bachelor's,Medium,3,5.3,2,0,-1,-1.4144417930021889,-0.10187020442230381
S4009,Ahmed,Williams,student3009@university.com,Female,24,Engineering,81.92,98.18,88.51,97.57,76.07,31.1,52.22,76.318,C,25.1,No,No,Master's,High,5,7.8,0,1,-1,0.8897511828367735,1.614175995406069
S4010,Sara,Johnson,student3010@university.com,Male,24,Engineering,92.96,72.84,76.76,92.19,90.23,50.9,61.57,73.9835,C,5.4,No,No,Bachelor's,Low,4,6.4,0,0,-1,0.48762763422090083,-0.9100131195834565
S4011,Liam,Smith,student3011@university.com,Male,23,Mathematics,95.85,67.58,78.82,91.49,63.32,21.6,67.01,71.0805,C,26.9,No,No,PhD,Low,5,7.0,0,0,-1,-0.10203714851462782,1.3323397516483857
S4012,Ahmed,Johnson,student3012@university.com,Male,23,Business,75.02,59.88,98.29,98.71,53.47,73.60000000000001,56.49,74.33500000000001,C,19.7,No,No,PhD,Low,2,7.0,0,0,-1,0.5818057865303682,0.10391517085248796
S4013,Omar,Jones,student3013@university.com,Female,23,Mathematics,77.27,79.45,77.1,72.86,65.69,35.8,61.24,68.85249999999999,D,16.9,No,Yes,Bachelor's,Low,5,4.7,0,0,-1,-0.5684285485859598,0.9155580476544244
S4014,Maria,Williams,student3014@university.com,Male,23,Business,91.65,53.79,62.82,54.86,99.2,3.9,54.18,58.3715,F,22.7,No,No,,Medium,7,7.3,2,3,-1,-2.593236629117362,0.32376821668573197
S4015,Maria,Williams,student3015@university.com,Male,23,Business,76.88,46.3,81.48,88.27,94.97,87.8,76.18,77.29650000000001,C,6.7,Yes,Yes,PhD,High,10,8.3,1,1,-1,1.1943733787453705,-2.5250508027124776
S4016,Omar,Smith,student3016@university.com,Female,18,Mathematics,75.84,41.63,79.57,69.04,69.76,94.4,56.32,65.08500000000001,D,9.9,No,Yes,High School,High,10,8.5,0,2,-1,-1.2384624650819547,-1.4089613214926873
S4017,John,Davis,student3017@university.com,Female,19,Business,95.25,57.54,40.83,59.52,93.81,61.900000000000006,87.14,66.3845,D,15.2,No,No,,High,3,7.4,3,2,-1,-1.0605175573221324,-0.9644825816313853
S4018,Liam,Williams,student3018@university.com,Female,21,Engineering,89.5,63.75,68.04,74.16,51.64,80.7,66.63,66.8845,D,20.4,No,No,High School,High,4,8.8,2,0,-1,-0.9684628118331413,0.5853956623490858
S4019,Omar,Smith,student3019@university.com,Male,20,CS,95.45,73.12,84.57,96.29,65.71,12.1,83.6,78.81,C,8.6,Yes,No,Bachelor's,Low,1,7.0,1,0,-1,1.4383103401733308,0.31090441465405894
S4020,Emma,Smith,student3020@university.com,Female,23,Business,60.91,57.56,69.94,58.57,86.34,26.9,94.13,73.1225,C,14.5,Yes,Yes,Bachelor's,High,9,5.3,3,2,-1,0.3256024940852578,-0.783429190193027
S4021,Emma,Johnson,student3021@university.com,Male,18,Engineering,76.22,99.04,86.78,92.43,61.07,32.5,54.3,74.4375,C,11.5,Yes,Yes,Bachelor's,High,3,7.3,0,0,-1,0.5290464271413677,1.169922958171733
S4022,Sara,Williams,student3022@university.com,Female,24,Mathematics,92.12,57.5,67.05,70.91,59.92,96.1,99.45,76.656,C,21.1,Yes,Yes,PhD,High,10,8.5,3,3,-1,0.9374512513125491,-0.0743422253624297
S4023,Maria,Smith,student3023@university.com,Male,21,Business,55.56,66.46,99.0,56.84,93.09,51.2,82.26,79.792,C,28.0,Yes,Yes,,Low,6,5.8,1,1,-1,1.5908415170435135,0.24783062870391315
S4024,John,Johnson,student3024@university.com,Female,21,Engineering,89.73,46.2,57.57,92.42,80.8,0.7000000000000001,52.67,59.1015,F,9.1,Yes,No,High School,Low,1,5.3,2,3,-1,-2.340369860145168,-1.0398786099722943
S4025,John,Brown,student3025@university.com,Male,21,Business,59.15,55.64,45.53,98.48,99.45,38.0,65.7,66.0555,D,9.7,Yes,No,Master's,Medium,5,8.8,3,3,-1,-0.9606559242225672,-2.5554255512846766
S4026,Ahmed,Johnson,student3026@university.com,Male,18,Mathematics,90.41,42.9,65.8,64.56,56.73,0.8,94.31,66.57499999999999,D,20.0,Yes,No,,Medium,10,7.8,3,3,-1,-0.9600741737797388,0.5723415371313376
S4027,Ahmed,Johnson,student3027@university.com,Female,20,CS,80.6,73.57,72.5,65.18,67.81,23.8,79.81,70.8515,C,16.3,No,No,High School,High,5,4.2,3,3,-1,-0.1792852275058211,0.7946535971542132
S4028,Omar,Smith,student3028@university.com,Female,23,Business,59.66,85.06,60.95,69.53,65.56,45.5,64.36,66.565,D,23.0,Yes,Yes,Master's,Low,5,6.8,2,0,-1,-1.0272553973536827,0.8690658308247189
S4029,John,Jones,student3029@university.com,Male,21,CS,73.67,51.74,54.54,90.71,94.01,32.3,97.02,75.1245,C,12.2,No,No,,Low,1,5.2,3,2,-1,0.7793892109230528,-1.965859561947098
S4030,Omar,Jones,student3030@university.com,Female,18,Business,84.1,62.07,80.32,50.52,62.76,3.3000000000000003,89.36,70.2175,C,18.6,Yes,Yes,,Medium,7,5.4,3,1,-1,-0.3061431262242613,1.2964466984468364
S4031,Liam,Davis,student3031@university.com,Male,24,Business,81.69,41.0,62.63,61.2,67.67,11.6,86.78,64.3685,D,14.7,No,No,Bachelor's,High,5,4.4,2,3,-1,-1.3736484617061584,-0.3306869399144974
S4032,Omar,Jones,student3032@university.com,Female,19,Mathematics,71.36,90.37,77.88,85.29,57.14,55.1,94.42,82.614,B,12.0,No,No,,Low,1,5.2,1,1,-1,2.1202860528862106,0.4606650588289701
S4033,Ahmed,Johnson,student3033@university.com,Female,24,Business,94.97,86.8,86.74,70.28,88.77,69.6,88.49,84.151,B,23.2,No,Yes,High School,Medium,8,6.5,1,1,-1,2.357215002939054,0.9036271460781661
S4034,Maria,Davis,student3034@university.com,Male,18,Engineering,75.96,43.8,85.66,66.51,61.89,40.5,64.34,65.47749999999999,D,24.9,No,Yes,Bachelor's,Medium,6,4.4,0,3,-1,-1.1695603445866463,0.43882728392989173
S4035,Omar,Smith,student3035@university.com,Female,18,Engineering,75.29,61.89,62.52,93.61,53.42,73.1,79.19,71.709,C,13.2,Yes,Yes,,High,7,8.4,3,0,-1,0.05299337928652214,-0.6914989034713449
S4036,Ali,Williams,student3036@university.com,Female,18,CS,53.11,97.32,74.07,95.87,71.76,16.299999999999997,92.11,83.11999999999999,B,20.6,Yes,No,Bachelor's,High,4,7.9,1,1,-1,2.265458533078712,0.6196320277605512
S4037,Maria,Johnson,student3037@university.com,Male,21,CS,96.11,63.52,66.98,97.4,69.57,12.2,59.04,66.162,D,9.5,No,Yes,Master's,Low,1,5.9,2,0,-1,-1.0107255391052845,-0.13771672342800392
S4038,John,Johnson,student3038@university.com,Male,18,Engineering,58.86,71.57,92.25,63.63,58.88,83.9,58.15,70.87049999999999,C,24.8,No,No,High School,Low,8,4.7,0,0,-1,-0.18343702806618506,0.8234811522665924
S4039,John,Davis,student3039@university.com,Female,19,CS,76.42,61.31,92.73,95.63,56.68,33.9,57.95,71.4715,C,12.0,Yes,No,Master's,Medium,1,9.0,0,0,-1,0.04200678589169159,0.028551953428826125
S4040,Omar,Smith,student3040@university.com,Male,21,CS,90.18,75.77,60.62,86.85,94.83,43.2,59.71,69.10399999999998,D,9.3,No,No,High School,Low,9,6.8,0,0,-1,-0.4826421595245548,-0.7588535598156639
S4041,Maria,Brown,student3041@university.com,Female,24,Engineering,60.77,98.69,45.5,57.71,53.39,94.8,55.16,61.462,D,28.5,No,No,PhD,High,6,6.1,2,0,-1,-2.124341656798805,1.5938453936063977
S4042,Ahmed,Johnson,student3042@university.com,Female,19,Engineering,76.37,99.85,50.05,80.51,54.97,42.400000000000006,91.88,74.74749999999999,C,15.6,Yes,Yes,Master's,Low,5,5.0,3,2,-1,0.5378710426863534,1.0595605735071225
S4043,Ahmed,Brown,student3043@university.com,Male,22,Engineering,62.03,86.48,62.02,51.32,62.25,0.3,90.92,69.691,D,21.1,Yes,Yes,PhD,Low,2,5.0,3,2,-1,-0.43876937900925106,1.6232858302536923
S4044,Emma,Brown,student3044@university.com,Male,24,Mathematics,87.98,64.26,73.85,85.42,97.64,93.8,57.57,72.6395,C,25.2,Yes,Yes,Bachelor's,Low,8,8.0,0,0,-1,0.19119872843340116,-0.6372248764602956
S4045,John,Jones,student3045@university.com,Male,18,Mathematics,78.22,69.67,79.41,86.68,54.27,1.4,85.28,74.386,C,22.2,No,No,Master's,High,9,6.6,3,1,-1,0.5662766610863532,1.2164994079292197
S4046,Sara,Smith,student3046@university.com,Male,23,Engineering,92.8,61.4,59.88,89.47,90.8,66.2,81.35,74.3955,C,19.1,No,No,,Low,3,8.9,3,2,-1,0.5571153283512738,-0.9233584481501098
S4047,Emma,Brown,student3047@university.com,Male,23,Business,94.73,99.13,80.05,58.63,94.6,32.3,63.81,73.8945,C,14.3,No,Yes,High School,Low,10,8.8,0,1,-1,0.3352304173991755,1.3071375872964173
S4048,Ahmed,Smith,student3048@university.com,Male,21,Engineering,82.44,82.47,96.26,81.41,68.89,47.0,61.37,76.29700000000001,C,28.0,Yes,No,,High,8,5.0,0,0,-1,0.8733855169352598,1.6544938635489375
S4049,Maria,Jones,student3049@university.com,Female,23,Mathematics,86.27,66.94,79.12,58.94,64.69,54.7,62.53,66.625,D,8.3,Yes,No,,High,10,9.0,2,0,-1,-1.0138694265141526,0.26877770376265553
S4050,Liam,Smith,student3050@university.com,Female,24,CS,77.46,40.73,49.51,97.33,83.87,40.8,86.53,69.4725,D,27.1,No,Yes,Bachelor's,Low,5,8.9,3,2,-1,-0.32197536476325817,-1.2937911524041263
S4051,Ahmed,Johnson,student3051@university.com,Male,21,Business,69.22,71.23,74.78,83.75,85.13,77.4,65.97,74.116,C,22.7,Yes,No,Bachelor's,Low,10,8.0,0,0,-1,0.4928827468274346,-0.41871429248223274
S4052,Maria,Brown,student3052@university.com,Female,24,Business,82.41,99.04,72.51,54.77,89.0,93.1,63.9,73.92399999999999,C,19.3,Yes,Yes,,High,4,6.0,0,0,-1,0.30868192564884156,0.8520182653044384
S4053,Emma,Smith,student3053@university.com,Female,18,CS,95.41,71.38,92.24,59.35,91.53,8.6,51.12,67.5885,D,13.1,Yes,No,,Medium,10,5.1,0,0,-1,-0.8153019103837166,0.8645291254057634
S4054,John,Williams,student3054@university.com,Female,20,Business,70.83,50.95,61.02,83.17,63.42,80.0,95.41,74.338,C,8.7,No,Yes,,Medium,9,4.5,3,2,-1,0.5834885237887422,-1.6865253111769136
S4055,Ahmed,Smith,student3055@university.com,Female,20,CS,65.72,41.33,65.38,73.83,84.35,12.9,87.64,68.991,D,16.1,No,Yes,High School,High,7,4.3,3,2,-1,-0.4154734326594098,-1.2463455830640788
S4056,Omar,Brown,student3056@university.com,Male,19,Mathematics,69.42,61.28,75.92,86.81,56.75,8.0,73.64,69.3605,D,24.6,Yes,Yes,Bachelor's,Medium,4,8.1,0,0,-1,-0.3883203484418318,0.7915663543688266
S4057,Maria,Jones,student3057@university.com,Female,18,Business,71.77,95.09,71.47,64.04,75.54,95.6,97.15,83.21600000000001,B,23.6,No,No,Master's,Medium,5,8.7,1,1,-1,2.1518666167976437,0.7118021843399176
S4058,John,Jones,student3058@university.com,Female,23,Business,53.68,99.79,83.14,82.9,80.64,48.9,64.68,78.1015,C,21.1,Yes,Yes,Bachelor's,High,5,7.9,0,0,-1,1.242174909206586,0.6881205560308244
S4059,Liam,Brown,student3059@university.com,Male,18,CS,74.92,96.72,42.42,58.85,58.09,15.3,83.74,65.6365,D,29.8,Yes,No,,Medium,2,7.8,3,3,-1,-1.2843089507203997,2.3658221746908
S4060,Liam,Johnson,student3060@university.com,Male,22,CS,74.72,83.77,73.81,77.19,53.83,57.0,65.26,70.4075,C,29.3,No,No,Master's,High,5,6.1,0,0,-1,-0.2974265734136818,1.7140300805573865
S4061,Sara,Johnson,student3061@university.com,Male,20,Mathematics,79.42,73.49,47.3,97.89,59.74,26.3,65.73,64.53999999999999,D,15.0,Yes,Yes,Master's,Medium,3,7.2,2,0,-1,-1.3502678360064593,0.025650741642785774
S4062,Maria,Jones,student3062@university.com,Male,23,CS,68.14,75.44,58.91,81.41,71.03,46.4,92.24,75.35,C,9.8,No,Yes,Master's,Low,5,7.4,3,2,-1,0.7429578956229151,-0.6749321915771099
S4063,Emma,Jones,student3063@university.com,Female,24,CS,80.66,72.34,79.7,52.5,94.39,62.5,89.35,78.02,C,16.6,No,No,Bachelor's,Low,1,5.3,1,0,-1,1.1914147156672847,-0.09485854042739368
S4064,Sara,Brown,student3064@university.com,Male,24,Mathematics,93.91,82.42,49.44,99.44,76.6,86.89999999999999,64.71,71.05699999999999,C,26.1,No,Yes,,High,8,7.7,3,0,-1,-0.15406415278336286,0.18352292542847906
S4065,Sara,Johnson,student3065@university.com,Female,20,Engineering,97.77,65.13,58.53,57.84,87.42,0.3,54.07,58.05600000000001,F,16.5,No,Yes,,High,9,4.7,2,3,-1,-2.6801753836627715,0.7054795378166197
S4066,Ali,Jones,student3066@university.com,Female,18,Engineering,79.18,80.15,82.18,85.9,58.71,21.4,67.88,72.7575,C,13.4,No,Yes,PhD,Medium,9,5.5,0,0,-1,0.226962081994199,0.8777661912409178
S4067,Ahmed,Johnson,student3067@university.com,Male,23,CS,52.13,47.3,79.05,76.63,55.3,9.6,88.0,70.762,C,23.5,No,No,High School,High,8,6.9,3,2,-1,-0.07774505421862007,0.07890950065679615
S4068,Maria,Jones,student3068@university.com,Male,19,Mathematics,98.46,55.94,45.46,64.72,61.98,9.7,55.03,52.656,F,21.3,Yes,No,Bachelor's,Medium,2,6.7,2,3,-1,-3.727399742710731,1.0024072505875332
S4069,Sara,Smith,student3069@university.com,Male,24,Engineering,85.29,90.16,74.64,58.87,65.69,94.6,83.61,77.3965,C,29.2,No,Yes,PhD,High,2,7.5,1,1,-1,0.9850534396719991,1.6621216088605817
S4070,Ali,Williams,student3070@university.com,Male,18,Mathematics,66.8,94.22,48.84,58.89,77.41,93.6,94.49,75.94449999999999,C,18.7,No,No,PhD,High,10,6.9,3,2,-1,0.7338439432416957,0.09422978194393533
S4071,Emma,Davis,student3071@university.com,Male,19,CS,57.36,72.34,55.14,92.92,94.06,74.9,58.96,69.413,D,29.2,No,Yes,PhD,High,5,4.2,0,0,-1,-0.39973843051296404,-0.8216528287451678
S4072,John,Smith,student3072@university.com,Male,23,CS,57.17,41.9,67.55,93.65,71.3,64.3,93.11,75.49799999999999,C,12.3,Yes,Yes,Bachelor's,Low,6,8.9,3,2,-1,0.8815530159665504,-2.207221506069779
S4073,Omar,Davis,student3073@university.com,Female,20,Mathematics,58.39,95.62,46.56,73.26,75.94,84.80000000000001,52.57,64.577,D,26.6,Yes,Yes,High School,Low,5,7.8,2,0,-1,-1.4533680495292172,0.5374665838135138
S4074,Omar,Jones,student3074@university.com,Female,22,Business,52.28,82.12,99.62,55.18,50.23,5.8,83.34,75.815,C,13.8,Yes,Yes,Master's,Medium,1,8.4,1,2,-1,0.8012064096797639,1.5464136153215773
S4075,Maria,Williams,student3075@university.com,Female,21,CS,95.11,64.84,49.92,94.21,51.67,11.9,89.55,68.9645,D,25.2,Yes,No,High School,High,1,8.0,3,3,-1,-0.5085876022210009,0.998443756091182
S4076,Sara,Williams,student3076@university.com,Female,20,CS,77.04,75.9,86.88,74.35,54.19,31.7,72.24,72.93349999999998,C,28.1,Yes,Yes,High School,High,8,5.1,0,0,-1,0.2224759645991962,1.8540267486463051
S4077,Omar,Jones,student3077@university.com,Male,19,CS,85.0,65.79,89.79,71.94,84.95,83.2,60.19,73.819,C,20.6,Yes,No,,Low,5,8.7,0,0,-1,0.40356307044522455,-0.019027591857264246
S4078,Ahmed,Jones,student3078@university.com,Male,18,CS,91.41,67.92,99.67,70.37,74.31,47.2,96.24,84.324,B,23.2,Yes,Yes,PhD,Low,8,8.9,1,1,-1,2.447479978476226,0.9425762680753518
S4079,Omar,Johnson,student3079@university.com,Female,24,Mathematics,89.58,93.21,65.72,68.25,59.65,50.4,51.0,64.434,D,29.0,No,No,PhD,Low,3,4.4,2,0,-1,-1.521390386153675,2.383816899193451
S4080,Omar,Jones,student3080@university.com,Female,23,Mathematics,94.13,49.67,92.45,76.3,79.63,22.9,77.75,74.441,C,14.4,Yes,Yes,Master's,Medium,5,4.8,0,0,-1,0.5950366515677147,-0.12937322453743283
S4081,Omar,Brown,student3081@university.com,Female,20,Mathematics,98.36,46.22,97.45,80.23,77.23,64.80000000000001,68.64,74.88499999999999,C,17.8,Yes,No,,High,2,9.0,0,0,-1,0.6662358777237786,-0.29153832515061273
S4082,Liam,Jones,student3082@university.com,Male,24,Mathematics,71.95,40.16,50.37,73.32,54.44,88.80000000000001,73.05,61.4135,D,27.5,No,No,Master's,Medium,8,5.5,2,0,-1,-1.975411222358043,-0.5338620057413265
S4083,Ali,Brown,student3083@university.com,Male,24,Business,97.52,58.84,68.77,94.83,82.02,33.0,76.83,73.14399999999999,C,21.8,No,Yes,Bachelor's,Low,1,8.1,3,0,-1,0.33388609686450804,-0.12407082157673624
S4084,Sara,Jones,student3084@university.com,Male,22,Mathematics,86.16,48.84,43.6,65.88,88.36,61.900000000000006,76.74,63.06099999999999,D,26.8,No,Yes,,Low,5,4.4,2,3,-1,-1.680874084001485,-0.6114212729273372
S4085,Ahmed,Johnson,student3085@university.com,Female,23,Mathematics,53.53,53.2,77.24,78.92,64.33,33.2,60.18,65.275,D,20.5,Yes,No,PhD,Medium,7,7.7,0,0,-1,-1.1627069749860834,-0.27009405834411865
S4086,Sara,Brown,student3086@university.com,Female,19,CS,84.09,40.67,74.88,65.0,84.37,79.3,83.99,72.1695,C,23.5,No,Yes,Master's,Low,10,7.5,3,1,-1,0.11963237815143675,-0.8454819978265912
S4087,Liam,Smith,student3087@university.com,Male,23,Business,84.34,53.63,52.25,87.67,59.99,47.5,50.96,57.9195,F,5.3,Yes,No,,High,5,8.7,2,0,-1,-2.6202666635711225,-1.0122947275451364
S4088,Maria,Brown,student3088@university.com,Male,23,CS,95.29,59.96,87.87,55.11,87.84,33.9,51.06,65.025,D,13.5,No,Yes,,High,3,7.6,0,0,-1,-1.3142458678465112,0.3646892066523104
S4089,Maria,Johnson,student3089@university.com,Female,18,Business,68.65,41.89,42.24,59.43,95.59,42.0,73.92,59.593,F,24.3,No,Yes,High School,High,4,4.2,2,3,-1,-2.3127522986033298,-1.2095352329258295
S4090,Maria,Davis,student3090@university.com,Female,21,Engineering,79.25,76.47,88.37,90.06,72.09,9.1,77.1,77.866,C,15.1,Yes,Yes,,Low,9,6.3,1,1,-1,1.2533503826356824,0.5573702113432223
S4091,Emma,Brown,student3091@university.com,Male,24,Business,50.61,74.13,41.6,59.16,62.23,86.6,63.74,60.0685,D,14.1,No,Yes,,Low,5,5.7,2,0,-1,-2.29322982742429,-0.5954797713367908
S4092,Omar,Jones,student3092@university.com,Female,19,Business,66.6,45.82,79.41,81.29,69.96,95.8,77.58,73.979,C,28.8,No,Yes,PhD,Medium,3,6.9,0,2,-1,0.49917691335745695,-0.700553955509724
S4093,Emma,Jones,student3093@university.com,Male,18,CS,53.11,75.7,44.73,98.51,62.5,47.7,75.81,68.692,D,18.8,Yes,Yes,Bachelor's,Low,7,6.1,3,2,-1,-0.5205927789288411,-0.6059147795884096
S4094,Ali,Davis,student3094@university.com,Male,24,Business,76.09,99.92,55.07,76.14,50.06,22.1,67.46,66.5255,D,9.8,No,No,Master's,Low,6,5.4,2,2,-1,-1.0583145655045552,1.3539984228005282
S4095,Maria,Johnson,student3095@university.com,Female,21,Business,90.87,96.67,83.31,59.37,82.52,66.5,82.59,80.5875,B,16.8,No,No,Bachelor's,High,3,7.3,1,1,-1,1.6284681164587271,1.1783517530321597
S4096,Liam,Williams,student3096@university.com,Female,18,CS,60.32,40.16,56.82,66.03,52.13,45.2,97.9,66.9765,D,18.0,No,No,,Low,10,5.6,3,3,-1,-0.8521364026138624,-0.7490134383213976
S4097,Ahmed,Jones,student3097@university.com,Female,21,Engineering,76.37,87.72,70.67,91.17,60.52,25.2,74.54,74.175,C,29.7,No,No,PhD,Low,3,8.3,0,1,-1,0.4736589780671605,1.6882985872553944
